t,t_rel,header.stamp,header.frame_id,header.stamp.sec,header.stamp.nanosec,vector.x,vector.y,vector.z
1759950534.6002538,55.778333559000004,1759950534.5995505,vicon/world,1759950534,599550385,-1.9206733433201135,-0.15582560454892258,0.0
1759950534.7009137,55.878993518,1759950534.7005346,vicon/world,1759950534,700534618,-1.9206733433201135,-0.15582560454892258,0.0
1759950534.8002388,55.978318745,1759950534.7998762,vicon/world,1759950534,799876305,-1.9206733433201135,-0.15582560454892258,0.0
1759950534.903726,56.081806012,1759950534.9006631,vicon/world,1759950534,900663026,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.001968,56.180047818000006,1759950535.0007484,vicon/world,1759950535,748471,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.1031158,56.281195687,1759950535.1016982,vicon/world,1759950535,101698184,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.2005663,56.378646153000005,1759950535.2000008,vicon/world,1759950535,200000734,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.3020148,56.480094565,1759950535.301451,vicon/world,1759950535,301450973,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.4013112,56.57939089600001,1759950535.4008696,vicon/world,1759950535,400869600,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.5014935,56.679573238,1759950535.5008056,vicon/world,1759950535,500805629,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.6020076,56.780087487,1759950535.601402,vicon/world,1759950535,601401945,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.7002945,56.878374417,1759950535.6999302,vicon/world,1759950535,699930241,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.8002331,56.978312802000005,1759950535.799978,vicon/world,1759950535,799977981,-1.9206733433201135,-0.15582560454892258,0.0
1759950535.9080794,57.08615936,1759950535.9073308,vicon/world,1759950535,907330846,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.0002,57.178279884000005,1759950535.9997294,vicon/world,1759950535,999729371,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.1011083,57.279188167,1759950536.1003451,vicon/world,1759950536,100345072,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.200406,57.378486088,1759950536.1998293,vicon/world,1759950536,199829295,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.301001,57.479080821000004,1759950536.2997699,vicon/world,1759950536,299769852,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.4005792,57.578658943,1759950536.3997798,vicon/world,1759950536,399779684,-1.9206733433201135,-0.15582560454892258,0.0
1759950536.504203,57.682282839,1759950536.5038607,vicon/world,1759950536,503860670,-1.9206733433201135,-0.15582560454892258,0.0
