t,t_rel,header.stamp,header.frame_id,header.stamp.sec,header.stamp.nanosec,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w
1759950478.8219202,0.0,1759950478.7871747,vicon/world,1759950478,787174752,vicon/x500_3/x500_3,0.9815657644937235,2.3007959526868706,1.1889168502484266,0.00615609483393948,0.012450043518393503,-0.6818399052709129,0.7313695662884383
1759950478.828027,0.006106949,1759950478.7973897,vicon/world,1759950478,797389664,vicon/x500_3/x500_3,0.9815644953671133,2.3007876666113685,1.1889202398105208,0.006054418272799715,0.012363120361353307,-0.6817968028886682,0.7314120704808605
1759950478.8427534,0.020833214000000003,1759950478.8091173,vicon/world,1759950478,809117327,vicon/x500_3/x500_3,0.9815741079941843,2.3007921111161824,1.188928088727563,0.005934679227031178,0.012442350559431579,-0.6818106348690561,0.731398814378642
1759950478.8489697,0.027049422,1759950478.8176782,vicon/world,1759950478,817678280,vicon/x500_3/x500_3,0.9815977962806536,2.300776868853581,1.1889078268947022,0.006148225902449413,0.012539667347982909,-0.6818052058828009,0.7314004493382308
1759950478.8618586,0.039938558000000006,1759950478.828114,vicon/world,1759950478,828114040,vicon/x500_3/x500_3,0.9815909622972233,2.300755391582492,1.1889021727056313,0.006059002586000702,0.012446712706035446,-0.6818521332458847,0.7313590337300228
1759950478.8701394,0.04821918,1759950478.837687,vicon/world,1759950478,837687008,vicon/x500_3/x500_3,0.9815664749564408,2.3007721391961846,1.1888902826096734,0.005940619727168964,0.012522199132398514,-0.68181982394413,0.7313888372425037
1759950478.8797066,0.05778657,1759950478.8475673,vicon/world,1759950478,847567279,vicon/x500_3/x500_3,0.9815587786091782,2.3007758955578024,1.188936129142509,0.006047845733976628,0.012354056896120064,-0.681829382720925,0.7313819068712242
1759950478.8885353,0.066615002,1759950478.857557,vicon/world,1759950478,857557013,vicon/x500_3/x500_3,0.9815671414234959,2.300802497627395,1.1889307185780795,0.006061890161157931,0.0124093300732176,-0.6818474820939561,0.7313639813232125
1759950478.9006858,0.07876559600000001,1759950478.8674273,vicon/world,1759950478,867427393,vicon/x500_3/x500_3,0.9815986760469299,2.300779974310927,1.1889371055961155,0.006058401168426643,0.012496703707982618,-0.6817985768919065,0.7314081136546741
1759950478.9083114,0.08639129000000001,1759950478.8776867,vicon/world,1759950478,877686794,vicon/x500_3/x500_3,0.9815868993565323,2.300761384275787,1.1889103956264289,0.006043949854951526,0.012515105566890335,-0.6818387772842215,0.7313704427951395
1759950478.919683,0.097762742,1759950478.8876123,vicon/world,1759950478,887612291,vicon/x500_3/x500_3,0.9815717241797359,2.3007501336707583,1.1888982536200208,0.005954133372497121,0.012418679729846421,-0.6817827685033437,0.7314250346149399
1759950478.9274697,0.10554946300000001,1759950478.8975697,vicon/world,1759950478,897569672,vicon/x500_3/x500_3,0.9815866551064191,2.300780613693462,1.1889394185609166,0.005949021949548955,0.012419027494395158,-0.6818017112962013,0.7314074127102547
1759950478.9361534,0.114233186,1759950478.907423,vicon/world,1759950478,907423005,vicon/x500_3/x500_3,0.9815846242821827,2.300808551558749,1.188971592590015,0.006030736340291128,0.012349287546179083,-0.6818614695474924,0.7313522145059999
1759950478.948306,0.126385898,1759950478.9178975,vicon/world,1759950478,917897381,vicon/x500_3/x500_3,0.9815828484467287,2.300812281710156,1.188954421972386,0.0060416038272521205,0.012351519739025098,-0.6818463285660822,0.7313662032144261
1759950478.9605844,0.13866409200000002,1759950478.9287367,vicon/world,1759950478,928736704,vicon/x500_3/x500_3,0.9815696575423053,2.300787997583558,1.1889164842676856,0.006005063973394184,0.012392193420602594,-0.6818278743134258,0.7313830204196274
1759950478.9687312,0.146810989,1759950478.9388237,vicon/world,1759950478,938823690,vicon/x500_3/x500_3,0.9815768962915884,2.3007447890001598,1.188895402126238,0.006027023978136888,0.01246510946280677,-0.681880570085205,0.7313324717037547
1759950478.9776518,0.155731703,1759950478.9482358,vicon/world,1759950478,948235719,vicon/x500_3/x500_3,0.9815877821723248,2.3007459242481274,1.1889041965828382,0.0059705522007011,0.01246667405402943,-0.6818211192738579,0.7313883345095087
1759950478.988989,0.167068874,1759950478.9596038,vicon/world,1759950478,959603841,vicon/x500_3/x500_3,0.9815770856294513,2.300768843076647,1.1889181914011273,0.006060218333105846,0.012508973106525661,-0.6818873294978418,0.7313251460300522
1759950479.001228,0.179308084,1759950478.9706562,vicon/world,1759950478,970656246,vicon/x500_3/x500_3,0.9815829314650306,2.3007949959889418,1.188947111833872,0.00602188300418315,0.012423805393012364,-0.6818626104318586,0.7313499617007525
1759950479.0109625,0.189042498,1759950478.9823418,vicon/world,1759950478,982341729,vicon/x500_3/x500_3,0.9815836152277896,2.3008093015081474,1.1889490539874086,0.00605309291131987,0.012379702709260003,-0.6818486237111578,0.7313634919588462
1759950479.0200076,0.198087442,1759950478.9894693,vicon/world,1759950478,989469272,vicon/x500_3/x500_3,0.9815849961649895,2.3007706855674104,1.1889423776792638,0.00593854112545919,0.012446900653926452,-0.6818245030012215,0.7313857774803595
1759950479.0269837,0.205063561,1759950478.9988563,vicon/world,1759950478,998856379,vicon/x500_3/x500_3,0.9815792471791366,2.3007491456789895,1.1889018118896757,0.006076048644143579,0.012511026225501454,-0.681785628354341,0.7314197924756585
1759950479.039494,0.21757371800000003,1759950479.0094101,vicon/world,1759950479,9410128,vicon/x500_3/x500_3,0.9815861628193641,2.300750221229146,1.1888804099133634,0.006078766586104712,0.01256516554559088,-0.6818236358054975,0.7313834116717276
1759950479.0498123,0.227892279,1759950479.0186718,vicon/world,1759950479,18671863,vicon/x500_3/x500_3,0.9816000528077111,2.300781144312192,1.1889342382922452,0.005913348447961105,0.012480172785078965,-0.6817917136734538,0.7314159806591616
1759950479.0578868,0.23596661900000002,1759950479.0286381,vicon/world,1759950479,28638233,vicon/x500_3/x500_3,0.981593096445293,2.3007931063292015,1.1889591937585073,0.006049340216456791,0.012360641413969186,-0.6818621607437801,0.731351224633284
1759950479.0691812,0.24726113400000002,1759950479.0391788,vicon/world,1759950479,39178745,vicon/x500_3/x500_3,0.9815766438508591,2.300797156856403,1.1889337005439389,0.005932713334196941,0.0124423143204117,-0.6818149509791621,0.731394807438588
1759950479.0779517,0.256031454,1759950479.0489476,vicon/world,1759950479,48947455,vicon/x500_3/x500_3,0.9815756137279503,2.300778271220708,1.188913185815345,0.006097547570828556,0.012434776405438918,-0.6818843010701301,0.731328924768786
1759950479.090869,0.268948743,1759950479.062551,vicon/world,1759950479,62550965,vicon/x500_3/x500_3,0.9815873110541767,2.3007471802811,1.1888944105919466,0.006150224468581599,0.01251455250285111,-0.6818450895398407,0.7313636814779951
1759950479.1055272,0.283606896,1759950479.073851,vicon/world,1759950479,73851143,vicon/x500_3/x500_3,0.981591698561503,2.300743178074228,1.1889059442996954,0.006072007118415666,0.012505857591360673,-0.681773468063676,0.7314312493323527
1759950479.1080594,0.286139297,1759950479.079216,vicon/world,1759950479,79215886,vicon/x500_3/x500_3,0.9815812741833031,2.3007819460390273,1.188924622574835,0.005976352324074374,0.012377402258303579,-0.6817659857651506,0.7314411963923739
1759950479.1194422,0.29752221500000003,1759950479.0898368,vicon/world,1759950479,89836791,vicon/x500_3/x500_3,0.9815790946781858,2.3008171823099177,1.1889365517639368,0.006082429356380705,0.012403843445090244,-0.681818244616209,0.7313911607542066
1759950479.1283185,0.306398402,1759950479.099143,vicon/world,1759950479,99142944,vicon/x500_3/x500_3,0.9816013504502973,2.3008219339073874,1.1889661440814017,0.006070046218270883,0.012532214430654635,-0.6819129358244801,0.7313007904382509
1759950479.1378202,0.315900055,1759950479.1093297,vicon/world,1759950479,109329727,vicon/x500_3/x500_3,0.9815989107114328,2.3007994080139142,1.188931260069752,0.006066425078655809,0.01246144685174234,-0.68181058413456,0.7313974556909645
1759950479.1482177,0.32629758400000003,1759950479.1192029,vicon/world,1759950479,119202789,vicon/x500_3/x500_3,0.9815757580237874,2.30074812181563,1.1888851665720876,0.006032296720678873,0.012459134723966866,-0.68180828596185,0.7313999197101186
1759950479.157822,0.33590166200000005,1759950479.1292415,vicon/world,1759950479,129241561,vicon/x500_3/x500_3,0.9815840148731355,2.300745931780362,1.1888721960894124,0.0059918630311279015,0.01250337711687671,-0.6818032071536617,0.7314042314979251
1759950479.1675906,0.345670256,1759950479.1392577,vicon/world,1759950479,139257720,vicon/x500_3/x500_3,0.9815948534915637,2.300785605292855,1.188907963681586,0.005969594449912302,0.012571010503955251,-0.6818158892168805,0.7313914320310347
1759950479.177785,0.355864827,1759950479.1491132,vicon/world,1759950479,149113147,vicon/x500_3/x500_3,0.981590023697322,2.3008329076186604,1.1889488440880311,0.006027541845876616,0.01242717234164584,-0.6818607820634093,0.7313515625270539
1759950479.1882086,0.366288241,1759950479.160714,vicon/world,1759950479,160713822,vicon/x500_3/x500_3,0.9815872411667506,2.300823806257949,1.1889550028642868,0.00593309924775333,0.012368639764723806,-0.6818067387175486,0.7314037093992806
1759950479.1975563,0.37563609400000003,1759950479.1691236,vicon/world,1759950479,169123578,vicon/x500_3/x500_3,0.9815838225435964,2.3007913766793577,1.1889126121088236,0.005978171541733897,0.012378878270374847,-0.6818168232733244,0.7313937683213176
1759950479.213112,0.391192003,1759950479.1814358,vicon/world,1759950479,181435817,vicon/x500_3/x500_3,0.9815705443428252,2.300762331542262,1.188873037186634,0.0059704397959286564,0.01253662349448828,-0.6818266301716764,0.7313820023139321
1759950479.2202828,0.39836253200000005,1759950479.1896882,vicon/world,1759950479,189688324,vicon/x500_3/x500_3,0.9815761416172774,2.3007618431110513,1.1889002530469608,0.005924986393545002,0.012454515422267998,-0.6818276943597129,0.7313827826698894
1759950479.2300835,0.40816335400000003,1759950479.2021985,vicon/world,1759950479,202198401,vicon/x500_3/x500_3,0.9815899621200963,2.3007984119885516,1.1889350505323482,0.00609882701474358,0.012430791727089293,-0.6818581368339035,0.7313533762549264
1759950479.2504377,0.42851769700000003,1759950479.2145748,vicon/world,1759950479,214574874,vicon/x500_3/x500_3,0.9816031830058839,2.300803761001424,1.1889627366581341,0.006079016682934349,0.012428842620778901,-0.6818656022538989,0.7313466140553359
1759950479.2556846,0.43376464200000003,1759950479.2211945,vicon/world,1759950479,221194461,vicon/x500_3/x500_3,0.9815744353251131,2.3007975191974324,1.1889169661226981,0.006020028881852487,0.0124280536433171,-0.6818375993100716,0.7313732227132592
1759950479.2585895,0.43666936300000003,1759950479.2290838,vicon/world,1759950479,229083803,vicon/x500_3/x500_3,0.9815759163987318,2.30076402119994,1.1889051497767882,0.005909081776593874,0.012393786665997775,-0.6817871661238443,0.7314217230254054
1759950479.2679973,0.44607712800000004,1759950479.2389407,vicon/world,1759950479,238940694,vicon/x500_3/x500_3,0.9815861283742295,2.3007450972031442,1.1888931448656466,0.006163731930859688,0.012378353955294368,-0.6817781719979383,0.7314282664412085
1759950479.2780797,0.456159796,1759950479.2487533,vicon/world,1759950479,248753251,vicon/x500_3/x500_3,0.981590142657645,2.3007672729569784,1.1889067878180737,0.0060089387804977065,0.012534806524853863,-0.6818098118814925,0.7313973965651236
1759950479.3064265,0.48450623400000004,1759950479.2692378,vicon/world,1759950479,269237680,vicon/x500_3/x500_3,0.9815820195236489,2.300787985010171,1.1889293392529572,0.006045521172396357,0.012458103318430445,-0.6818368491381888,0.7313732005568486
1759950479.3066046,0.48468439100000005,1759950479.2698545,vicon/world,1759950479,269854495,vicon/x500_3/x500_3,0.9815879528800882,2.3007995147269775,1.1889411112130426,0.0060315833465442335,0.012482882218026644,-0.6818586449584522,0.7313525729422766
1759950479.3090208,0.48710067300000004,1759950479.2788157,vicon/world,1759950479,278815746,vicon/x500_3/x500_3,0.9815739877730362,2.3007832909545947,1.1889156531878486,0.006087044465706053,0.01242191381826593,-0.6818166934308664,0.7313922617212765
1759950479.3231466,0.501226356,1759950479.2893162,vicon/world,1759950479,289316075,vicon/x500_3/x500_3,0.9815713589410587,2.300759531254685,1.1888967334802263,0.005967838130845808,0.01247862092009727,-0.6817934084578201,0.7314139847661135
