t,t_rel,header.stamp,header.frame_id,header.stamp.sec,header.stamp.nanosec,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1759950478.9020562,0.08013609000000001,1759950478.8434343,vicon/world,1759950478,843434341,-21.18594396956081,-11.922614228098883,0.1575396245914027,0.0,0.0,0.0,1.0
1759950478.9842036,0.162283482,1759950478.9123468,vicon/world,1759950478,912346883,-21.360612009151883,-12.017397344364142,0.1512443986310006,0.0,0.0,0.0,1.0
1759950479.0744488,0.252528493,1759950479.0131226,vicon/world,1759950479,13122449,-21.535544051715696,-12.113504094505933,0.14931183459600383,0.0,0.0,0.0,1.0
1759950479.253869,0.431948895,1759950479.115135,vicon/world,1759950479,115134928,-21.707107488014866,-12.215391435229565,0.15344920006409613,0.0,0.0,0.0,1.0
1759950479.3025036,0.480583268,1759950479.2547946,vicon/world,1759950479,254794668,-21.881863874545186,-12.311983205836794,0.1537487305321792,0.0,0.0,0.0,1.0
1759950479.359754,0.537833943,1759950479.3116493,vicon/world,1759950479,311649308,-22.06004261029975,-12.405818291597752,0.1488417303209444,0.0,0.0,0.0,1.0
1759950479.5047877,0.682867444,1759950479.4115298,vicon/world,1759950479,411529697,0.80758869518153,0.8393850337124611,0.12537153889604769,0.0,0.0,0.0,1.0
1759950479.604711,0.782790792,1759950479.5115225,vicon/world,1759950479,511522499,1.0617678909884667,0.8307499084535639,0.15995186554103524,0.0,0.0,0.0,1.0
1759950479.7918425,0.9699221800000001,1759950479.611557,vicon/world,1759950479,611557122,1.0614084929475522,0.8308359454562659,0.15991953364038203,0.0,0.0,0.0,1.0
1759950479.8654454,1.043525402,1759950479.7924776,vicon/world,1759950479,792477531,1.0615485427330613,0.8309312316867679,0.159920565863928,0.0,0.0,0.0,1.0
1759950479.9275682,1.1056480240000002,1759950479.8669198,vicon/world,1759950479,866919652,1.0617432243409444,0.8309959526780668,0.16004767695617472,0.0,0.0,0.0,1.0
1759950479.9866633,1.164743152,1759950479.92503,vicon/world,1759950479,925029985,1.7906965238830168,0.511962222198044,0.6124529122732674,0.0,0.0,0.0,1.0
1759950480.2020004,1.3800803810000002,1759950480.0133708,vicon/world,1759950480,13370828,1.9837032748245056,0.4277441436905334,0.7320308997292785,0.0,0.0,0.0,1.0
1759950480.2645237,1.442603542,1759950480.2024093,vicon/world,1759950480,202409204,2.1766739369303973,0.3434856682351406,0.8516940606404698,0.0,0.0,0.0,1.0
1759950480.325136,1.5032157730000002,1759950480.2663655,vicon/world,1759950480,266365640,2.4330549784927222,0.23134371945219145,1.0110142867753946,0.0,0.0,0.0,1.0
1759950480.3964486,1.574528508,1759950480.3265762,vicon/world,1759950480,326576234,2.7517932174384785,0.091838498954671,1.208307468918624,0.0,0.0,0.0,1.0
1759950480.4865518,1.664631559,1759950480.4114437,vicon/world,1759950480,411443676,3.13485480430259,-0.07522610707200128,1.446422922415977,0.0,0.0,0.0,1.0
1759950480.742576,1.920655725,1759950480.5122716,vicon/world,1759950480,512271752,3.5820005356569773,-0.2697059972075082,1.7237062641382794,0.0,0.0,0.0,1.0
1759950480.828724,2.006803597,1759950480.743591,vicon/world,1759950480,743591023,4.028792964633624,-0.464663954723624,2.0004794150118936,0.0,0.0,0.0,1.0
1759950480.8936682,2.071748055,1759950480.829646,vicon/world,1759950480,829646044,4.540663071836859,-0.6887740094288999,2.318845219209737,0.0,0.0,0.0,1.0
1759950480.982953,2.161032841,1759950480.9114993,vicon/world,1759950480,911499231,5.307432809435492,-1.0238514610334826,2.793218444763837,0.0,0.0,0.0,1.0
1759950481.092513,2.270592894,1759950481.0124507,vicon/world,1759950481,12450674,1.8735435743988345,0.39185670488650315,0.707650992794695,0.0,0.0,0.0,1.0
1759950481.285173,2.4632526880000003,1759950481.112833,vicon/world,1759950481,112832939,1.861069932347847,0.39698911227151834,0.7000575673318812,0.0,0.0,0.0,1.0
1759950481.3566504,2.534730263,1759950481.2860274,vicon/world,1759950481,286027549,1.8574751764618291,0.3989167934154332,0.6982757010954799,0.0,0.0,0.0,1.0
1759950481.4201717,2.59825139,1759950481.3580706,vicon/world,1759950481,358070563,1.8550551775959812,0.3987823974399287,0.6971995254906346,0.0,0.0,0.0,1.0
1759950481.4882305,2.666310374,1759950481.4209995,vicon/world,1759950481,420999483,1.8509839703869324,0.39867618034401797,0.6954537696938814,0.0,0.0,0.0,1.0
1759950481.6004655,2.778545332,1759950481.5115983,vicon/world,1759950481,511598400,1.8398248336686547,0.3979570034571611,0.691365337290547,0.0,0.0,0.0,1.0
1759950481.7751226,2.953202487,1759950481.6116374,vicon/world,1759950481,611637243,1.8266312189877776,0.39713143835807463,0.6868152453699655,0.0,0.0,0.0,1.0
1759950481.8588502,3.0369298980000003,1759950481.7761493,vicon/world,1759950481,776149163,1.8135098130894183,0.396358768611504,0.6820965609339206,0.0,0.0,0.0,1.0
1759950481.9249263,3.10300623,1759950481.8606138,vicon/world,1759950481,860613731,1.7981887139583488,0.39548193172068635,0.6765183204772793,0.0,0.0,0.0,1.0
1759950481.9981825,3.1762623580000002,1759950481.9260166,vicon/world,1759950481,926016501,1.7806966113938767,0.394410324618901,0.6703237344153289,0.0,0.0,0.0,1.0
1759950482.2183785,3.3964585670000003,1759950482.013501,vicon/world,1759950482,13500919,1.7609791211273624,0.3932118664735289,0.6633534591935831,0.0,0.0,0.0,1.0
1759950482.3361332,3.5142130600000003,1759950482.2203438,vicon/world,1759950482,220343711,1.9015594133341622,0.37792750507085304,0.7020635240716251,0.0,0.0,0.0,1.0
1759950482.41954,3.597619588,1759950482.3387554,vicon/world,1759950482,338755272,1.9025620931801273,0.3776828494964306,0.7018040631765021,0.0,0.0,0.0,1.0
1759950482.4767182,3.6547981600000004,1759950482.4220908,vicon/world,1759950482,422090828,1.9121905179692402,0.36719917060272556,0.701457344145328,0.0,0.0,0.0,1.0
1759950482.5590441,3.737123958,1759950482.5116198,vicon/world,1759950482,511619917,1.9249273001264338,0.3644140784687333,0.7116343776558345,0.0,0.0,0.0,1.0
