t,t_rel,header.stamp,header.frame_id,header.stamp.sec,header.stamp.nanosec,child_frame_id,transform.translation.x,transform.translation.y,transform.translation.z,transform.rotation.x,transform.rotation.y,transform.rotation.z,transform.rotation.w,roll_deg,pitch_deg,yaw_deg
1760387125.8956227,8.540765999000001,1760387125.6761076,vicon/world,1760387125,676107587,vicon/x500_7/x500_7,0.118585888474681,-0.2245689847805259,0.9241898504960152,-0.0003228176792424,-0.0109863423280727,0.0058141165573959,0.9999226930716462,-0.044319656615223996,-1.258730942799858,0.6667795302835561
1760387125.925877,8.571020506,1760387125.6862457,vicon/world,1760387125,686245724,vicon/x500_7/x500_7,0.118485431711038,-0.2243839954948049,0.9241153061540556,-0.0001698181028736,-0.0113228590374558,0.0044704261818066,0.9999258869110164,-0.025265153269428627,-1.2974317926005312,0.5125937314418968
1760387125.9604275,8.605570890000001,1760387125.6978865,vicon/world,1760387125,697886526,vicon/x500_7/x500_7,0.1183342984616085,-0.2242696898185343,0.9240732238527856,-0.0003204761726299,-0.0106731643021815,0.00547210894784,0.9999280158503732,-0.043423802369648705,-1.2228583768127723,0.6275597894967504
1760387125.9921498,8.637293245,1760387125.7066138,vicon/world,1760387125,706613771,vicon/x500_7/x500_7,0.1182094720851839,-0.2241908031197275,0.923996272256368,0.0001767955616477,-0.0107548984717147,0.0048037131277561,0.9999306102137182,0.014340996498698345,-1.232527442214258,0.5503446855006995
1760387126.0134034,8.658546712,1760387125.7178676,vicon/world,1760387125,717867540,vicon/x500_7/x500_7,0.1180905749359547,-0.2240895591737073,0.9238406796807728,0.0011801134143853,-0.0112055721331081,0.0042189116418834,0.9999276190155252,0.12983664063905678,-1.284649199682114,0.4820281702098963
1760387126.0393867,8.68453004,1760387125.7269387,vicon/world,1760387125,726938744,vicon/x500_7/x500_7,0.1178743261700965,-0.2239299939181471,0.9238027614865711,0.0006023773095178,-0.0111547022437583,0.0041747715836015,0.9999288879923686,0.06370198088697805,-1.2785381006617265,0.477714051617508
1760387126.06394,8.709083374,1760387125.736953,vicon/world,1760387125,736952949,vicon/x500_7/x500_7,0.117634980870144,-0.2238513709619321,0.9236664936069928,0.0010660975288677,-0.0116648459647516,0.0036272477401233,0.9999248161129464,0.11734011210482063,-1.3371568903350457,0.4143121108018022
1760387126.1071916,8.752335081,1760387125.7463732,vicon/world,1760387125,746373085,vicon/x500_7/x500_7,0.117706097204779,-0.2237457357699195,0.9235649261701484,0.0007878966739393,-0.0104955878892482,0.0043868613623569,0.9999349865371636,0.08502310989014945,-1.2031120727679878,0.5018340396960583
1760387126.1272058,8.772349048,1760387125.7568576,vicon/world,1760387125,756857653,vicon/x500_7/x500_7,0.1176302255670461,-0.2236114296575837,0.9235128477788678,0.0002321672160631,-0.0098920643648006,0.0051613097796258,0.99993772508209,0.02075622228380429,-1.1336877729295056,0.5912687617867758
1760387126.145193,8.79033646,1760387125.767287,vicon/world,1760387125,767286902,vicon/x500_7/x500_7,0.1174714635231286,-0.2235424112683811,0.9234266472784216,0.001273126889052,-0.0100593223487543,0.0036384741898755,0.9999419736601608,0.1417158624617139,-1.1532552286205418,0.41553450005715764
1760387126.173951,8.819094262,1760387125.7765243,vicon/world,1760387125,776524578,vicon/x500_7/x500_7,0.1172402689091232,-0.2234745191534564,0.9233029627765228,0.0021787507786274,-0.0110732647571196,0.0030998243681241,0.999931511125412,0.2457770729014259,-1.2696936061749111,0.3525135323096008
1760387126.191146,8.836289146,1760387125.7875009,vicon/world,1760387125,787500756,vicon/x500_7/x500_7,0.1170617664184707,-0.2232780013444604,0.9232375119461084,0.0008718419387862,-0.0107542172306095,0.0037058308417825,0.9999349246431803,0.09535448572130173,-1.232727660296721,0.42365680267210587
1760387126.2221992,8.867342424,1760387125.7965755,vicon/world,1760387125,796575480,vicon/x500_7/x500_7,0.116885579371114,-0.2232416220919448,0.9231863303179318,0.002124099675727,-0.0108309031902532,0.0025216034090026,0.9999359085725938,0.2403157971946943,-1.2417615138338152,0.28636810692381487
1760387126.2450497,8.89019288,1760387125.806711,vicon/world,1760387125,806710895,vicon/x500_7/x500_7,0.1167265232169018,-0.2231361445816142,0.9231352201570728,0.002346187219458,-0.0104167133193597,0.002397412082869,0.9999401181593118,0.26603419018022406,-1.1943269818034443,0.2719662751872227
1760387126.2706823,8.915825488000001,1760387125.817049,vicon/world,1760387125,817048938,vicon/x500_7/x500_7,0.1165080253068224,-0.2229396026497116,0.9230550889361504,0.0010715186701563,-0.0109653758602135,0.002716027744037,0.9999356157139706,0.11939510659897162,-1.2568929129597863,0.3099434945335208
1760387126.2968965,8.942039765,1760387125.8268876,vicon/world,1760387125,826887537,vicon/x500_7/x500_7,0.1162943629749859,-0.2228908917445572,0.923038693642904,0.0022054838932518,-0.0108825289540445,0.0023055347671001,0.9999356933892292,0.24989851525484091,-1.2476470411891973,0.26149039523598144
1760387126.3161888,8.961331991,1760387125.8378634,vicon/world,1760387125,837863391,vicon/x500_7/x500_7,0.1161732362283009,-0.2228103833426872,0.9229403888062828,0.0025891809101094,-0.0107737973134164,0.0021997829262023,0.9999361891584592,0.29403314415043724,-1.235255812055432,0.24892253327359684
1760387126.3312871,8.976430337,1760387125.8473008,vicon/world,1760387125,847300715,vicon/x500_7/x500_7,0.1160124466568698,-0.2226330786963884,0.9229054388536564,0.0016642653945674,-0.0106727200555694,0.002966186286803,0.9999372605349918,0.1871141431931314,-1.223585586215139,0.337922195573787
1760387126.3519964,8.997139793,1760387125.858164,vicon/world,1760387125,858163989,vicon/x500_7/x500_7,0.115780901017695,-0.2225514437938049,0.9228112761715824,0.0022390765763746,-0.0113842051717413,0.0022360477894834,0.9999301908128267,0.25371101219198894,-1.305129337313816,0.25335991733463187
1760387126.3839364,9.029079674,1760387125.868212,vicon/world,1760387125,868211869,vicon/x500_7/x500_7,0.1156807525651528,-0.2224148924866157,0.9227747290664248,0.0020110144730236,-0.0111638142416658,0.0023983044770406,0.9999327843450292,0.22741902614737067,-1.2798520009408894,0.27230328569418055
1760387126.4013674,9.046510753,1760387125.8768806,vicon/world,1760387125,876880608,vicon/x500_7/x500_7,0.1155312317682636,-0.2223476825339631,0.9227021849804355,0.0021365482386758,-0.0113029698728302,0.0018876508866277,0.999932055095649,0.24243153775526263,-1.2957095269152403,0.21358195662074356
1760387126.4226177,9.067761137,1760387125.8864477,vicon/world,1760387125,886447776,vicon/x500_7/x500_7,0.1150345414678587,-0.2222764575646938,0.9225474198361264,0.0034545812638932,-0.0137883378858845,-0.0006319621474271,0.9998987689913816,0.3969783672131627,-1.5798171886615628,-0.07789816292499802
1760387126.4496264,9.094769845,1760387125.8969586,vicon/world,1760387125,896958518,vicon/x500_7/x500_7,0.1150405583943699,-0.2221307580929855,0.9226078510720904,0.002067941013393,-0.0122527648420678,0.0016920895967452,0.9999213620112768,0.23464529902027034,-1.4044946385352395,0.19103816415712632
1760387126.4706745,9.115817618,1760387125.9067342,vicon/world,1760387125,906734272,vicon/x500_7/x500_7,0.1149382197394062,-0.2220593744598629,0.9225030740928872,0.0025757818862251,-0.0119974918144271,0.0006509038821469,0.9999244980807168,0.29433175605232975,-1.3750315995291904,0.07106172607659139
1760387126.5046854,9.149828826,1760387125.9167132,vicon/world,1760387125,916713228,vicon/x500_7/x500_7,0.1149034851765063,-0.2219656541907415,0.9224862174361154,0.0025544699011269,-0.0120695718661096,0.0006763604068977,0.999923668414291,0.29184920557520844,-1.3832978506130706,0.07398784688410118
1760387126.5302184,9.175361698,1760387125.9266498,vicon/world,1760387125,926649736,vicon/x500_7/x500_7,0.1148825932805446,-0.2218541759860118,0.9224604009449532,0.0021628783922596,-0.0117861899211757,0.0007370380703589,0.9999279296324736,0.24690368147479083,-1.350808346302791,0.08155376714083613
1760387126.5478544,9.192997742,1760387125.9368358,vicon/world,1760387125,936835706,vicon/x500_7/x500_7,0.1148403763859005,-0.2217744763833975,0.9223898186548636,0.0024909641347521,-0.0112684984199467,0.0002421930233493,0.999933376472442,0.2851853183738081,-1.2913672355618213,0.024541141690925184
1760387126.575172,9.220315341,1760387125.9468503,vicon/world,1760387125,946850362,vicon/x500_7/x500_7,0.1148129520169552,-0.2216674455054274,0.9223853563496642,0.0020785188978994,-0.0109832777214556,0.0005931422114304,0.9999373458132272,0.23747726182694004,-1.2587545913049178,0.06536461499956761
1760387126.5935383,9.238681724,1760387125.9577012,vicon/world,1760387125,957701188,vicon/x500_7/x500_7,0.1146529694178645,-0.2215815814424364,0.922197148514872,0.0022842177722448,-0.0126663571820221,-0.0005166826662327,0.9999170359504476,0.2625654554161925,-1.4513571625186181,-0.06253808079529247
1760387126.6096466,9.254789795,1760387125.966565,vicon/world,1760387125,966564582,vicon/x500_7/x500_7,0.1147120406557873,-0.2214931342164955,0.9222171549334148,0.0018769259294732,-0.0111326360889676,0.0005255067764722,0.9999361306630508,0.2144494048333247,-1.2758431078643744,0.05783473663395334
1760387126.650376,9.295519384,1760387125.9769435,vicon/world,1760387125,976943810,vicon/x500_7/x500_7,0.1146753259482055,-0.2214127873253104,0.9221468739939124,0.00185114720799,-0.0105628298154111,-8.191139681496113e-05,0.9999424949319976,0.21226064187205124,-1.2104141877516479,-0.011629059078619605
1760387126.6776478,9.32279097,1760387125.9866908,vicon/world,1760387125,986690813,vicon/x500_7/x500_7,0.1145127665121928,-0.2212537506662317,0.9220027966795992,0.0014151040945281,-0.0121159056458269,-0.0014809873244121,0.9999245016436632,0.16425134621465398,-1.3881713474372304,-0.1717111886883767
1760387126.6970165,9.342159738,1760387125.996929,vicon/world,1760387125,996928897,vicon/x500_7/x500_7,0.114570486209755,-0.2212812043413544,0.9219734019777376,0.0025165676896807,-0.0104158879766036,-0.000852888162648,0.999942222704144,0.289442745639289,-1.1933442030337202,-0.10075374873238524
1760387126.7277994,9.372942618,1760387126.0068808,vicon/world,1760387126,6880814,vicon/x500_7/x500_7,0.1145273431725275,-0.2211749425326868,0.9218935064930877,0.0019227437199145,-0.0102892180694243,-0.000436622822222,0.9999451206984404,0.22088021981214476,-1.1789798307889385,-0.052308650632408235
1760387126.7544632,9.399606462,1760387126.0168686,vicon/world,1760387126,16868710,vicon/x500_7/x500_7,0.1144761249228068,-0.2211283449427928,0.9217930891425288,0.0020522136988705,-0.0098012829186345,-0.0009982869132633,0.9999493620655608,0.23632173439359272,-1.1229245393100484,-0.11671688917209072
1760387126.775823,9.420966463,1760387126.029533,vicon/world,1760387126,29532626,vicon/x500_7/x500_7,0.1143369710145088,-0.2211302613015073,0.9216609378729396,0.0041443973662054,-0.0108072327137464,-0.0029150865436195,0.999928762443598,0.47860632916705365,-1.2370411161663093,-0.33923405500065407
1760387126.7979224,9.443065676,1760387126.037026,vicon/world,1760387126,37025842,vicon/x500_7/x500_7,0.1143604082124248,-0.2209732295606588,0.9215931588204564,0.0024856103134114,-0.0092146529625091,-0.0015926339247657,0.9999531866189196,0.28654813701269655,-1.0554780835470319,-0.1851502071262692
1760387126.8264146,9.471558048,1760387126.047011,vicon/world,1760387126,47010771,vicon/x500_7/x500_7,0.1142762058660189,-0.2208912739723035,0.921514018591977,0.0030028126611292,-0.0092983769570125,-0.0024319941123543,0.9999493030682732,0.34673284494385415,-1.0646859234936397,-0.28192122164762023
1760387126.8528428,9.497986171,1760387126.0571792,vicon/world,1760387126,57179324,vicon/x500_7/x500_7,0.1141887004846435,-0.220786613246866,0.9213730578733595,0.0024403569761457,-0.0093769695917256,-0.0015399520731544,0.9999518716651904,0.28133612803001523,-1.0741021225551022,-0.17911099584237247
1760387126.888242,9.533385243,1760387126.0668616,vicon/world,1760387126,66861685,vicon/x500_7/x500_7,0.1140958262060961,-0.2207130090383648,0.9212884993856488,0.0023323692051488,-0.0091829630174382,-0.0019221706686805,0.9999532681600836,0.2693263842752001,-1.0517862065615926,-0.22274666018739067
1760387126.9065268,9.551670183,1760387126.076774,vicon/world,1760387126,76773875,vicon/x500_7/x500_7,0.1139824706018871,-0.2206033844393349,0.921189454146596,0.0020525744414912,-0.0091792797724494,-0.0017903789395913,0.9999541601014889,0.23712076932794704,-1.0514576676606258,-0.20734731274720763
