time,x,y,z,qx,qy,qz,qw
1750186411.413738,0.052970124235055135,-0.012039084942700236,0.42700638637699667,-0.005576622640739774,-0.01051485939856867,0.026853624275807054,0.9995685178490792
1750186411.4162514,0.053251413306401575,-0.01382265505717531,0.42772994229403793,-0.0035761976533447972,-0.010336849783084884,0.026340290769082172,0.9995931919681659
1750186411.4262235,0.05344642808747823,-0.015406792578260027,0.42848283640653073,-0.00558686766474039,-0.010417656015276068,0.02758418701649698,0.9995495845527039
1750186411.455743,0.05442325621223205,-0.02094906139531181,0.430611836739714,-0.004106182467313222,-0.010600767716256067,0.026158680464533016,0.9995931604536546
1750186411.4653502,0.054810440931008474,-0.022674766501562246,0.4314501269896719,-0.00564794444154381,-0.010107166599869042,0.027864455962188988,0.9995446553310358
1750186411.485924,0.05537159232602941,-0.02619776547499458,0.4328473762710294,-0.007174397627196556,-0.010156823435785122,0.027473172948064305,0.999545192437314
1750186411.5171127,0.05641204180194451,-0.031674302173391566,0.43486580825158944,-0.008256219813775036,-0.010401985236400402,0.027052109726834646,0.999545805302016
1750186411.52677,0.0566670441615472,-0.03350783264453976,0.43557291971270756,-0.006143998695105322,-0.010028088582157724,0.025810596904551036,0.9995976699686998
1750186411.5354261,0.057081645365113134,-0.03528282482125527,0.4362521001562072,-0.00842615702882907,-0.010367719825527833,0.026785160238057534,0.9995519323448715
1750186411.5372539,0.05383818063176894,-0.01728827140933609,0.42916409253359716,-0.007620217762322127,-0.010642331376653158,0.026682434626771685,0.9995582628073826
1750186411.5373142,0.0542311892547978,-0.01913629310712334,0.429980335437834,-0.0059836464167534785,-0.010136812236999972,0.026874573211739087,0.9995695065016329
1750186411.5373323,0.055015249033788315,-0.02452772000247505,0.43215482720341064,-0.0066889370884746155,-0.010470442792570209,0.02749852995049582,0.9995446257165889
1750186411.5373476,0.056025922645132516,-0.029871619523036293,0.4341653798381692,-0.0075321502565099015,-0.010444037491701008,0.027327866249214603,0.9995435841020892
1750186411.54896,0.05730839423116222,-0.037120042181194815,0.43702841019359095,-0.00896568866608338,-0.010400520984478832,0.027236814460561937,0.9995346925084868
1750186411.5564432,0.057580997860506994,-0.03911601461869135,0.43760913965636317,-0.005669344948186157,-0.011064407327294246,0.025718670158249184,0.9995919104432796
1750186411.5763643,0.05812923451289126,-0.04265447884872874,0.43894287488585376,-0.00795262536922715,-0.010754483565766474,0.026413386846019127,0.9995616188251193
1750186411.5855436,0.05846699102403006,-0.04450774621134266,0.43962693459168184,-0.008607235362605792,-0.010698974204952534,0.026436980792829825,0.9995561682551581
1750186411.596647,0.05884153107740909,-0.04638055882063529,0.4402520163629374,-0.008111327205217504,-0.0107475579483061,0.026052053091597492,0.9995699009568217
1750186411.6160264,0.05947330089001372,-0.05009172935492789,0.44155323562446674,-0.009114205697599867,-0.011081652121450585,0.025450136119011903,0.9995731182921461
1750186411.6262515,0.05978145207575785,-0.0516769135268338,0.4422708222620043,-0.009844020868806844,-0.011870206766642149,0.026107323971891444,0.9995401948293418
1750186411.635848,0.06010091984157888,-0.05363668919727938,0.4429107268733006,-0.010077692001326848,-0.011762192135357086,0.025720980260685613,0.9995491594386575
1750186411.64694,0.060424809585101755,-0.055509679365798065,0.44363800032300504,-0.009458643092739983,-0.012292015702027087,0.025530742113226822,0.9995537112271522
