time,x,y,z,qx,qy,qz,qw
1750186411.4138155,-0.09306938775113484,2.4343944490358815,1.045066545118254,-0.00012660087284566108,0.005187826548499569,-0.6766628015355309,0.7362747608372898
1750186411.4163063,-0.09310013720827214,2.4343929738429977,1.045094013934535,8.927013270905858e-05,0.0049019823776162005,-0.6765309036510693,0.7363979216460899
1750186411.4262836,-0.09311548682137234,2.4343651075470034,1.0450167664756373,0.00011753080559644487,0.005273989968600027,-0.6766797707700389,0.7362585544813237
1750186411.4558134,-0.09306846651906882,2.4344051450616493,1.045126554837072,-0.0001639167844072206,0.005067906381883397,-0.6765442615106879,0.7363845134664024
1750186411.4653907,-0.09305393912474758,2.434411698419974,1.0450761507134159,-0.00022904578411906497,0.005198492998879904,-0.6766400086007762,0.7362956077346319
1750186411.4859822,-0.0930642861727258,2.434381220322926,1.0450649680046933,-9.210184333729239e-05,0.005223598992942098,-0.6766482398199464,0.7362878955132836
1750186411.5173585,-0.09307462722022013,2.4343950738035818,1.0450671939211682,-4.5089024106611043e-05,0.005203575390990268,-0.6766396173890887,0.7362959655937806
1750186411.5268056,-0.09313791124284192,2.4343657555528138,1.0450248560082327,0.0001554752953987597,0.005215135965692034,-0.6766540916746498,0.7362825669566314
1750186411.528798,-0.09306421564175638,2.4343780109559088,1.0450932843028742,-9.146689052491718e-05,0.005144921402901455,-0.6765999019300414,0.7363328691059664
1750186411.52883,-0.09307481964843278,2.434376934593812,1.0451171719282966,0.00010851823591624527,0.005135812216874954,-0.6766672043864794,0.7362710819830234
1750186411.5288482,-0.09307645028033715,2.434382721151786,1.0450379733977628,-7.131892079443466e-05,0.005210936343958892,-0.6766870190178474,0.736252347601534
1750186411.5288544,-0.09308859059052726,2.4344011337581923,1.045069419640237,-0.0001153083683258047,0.005126366569685937,-0.6766176277597219,0.7363167069098595
1750186411.5354676,-0.0930703013498391,2.4343887884595357,1.0451088615628628,-2.0711660494398483e-06,0.005073154380802497,-0.6766008975557778,0.7363324578796283
1750186411.5490005,-0.09305885609151188,2.434385002632696,1.0451024025938247,-0.00021672836584481575,0.005104920288891662,-0.6766645387347253,0.7362737227665951
1750186411.5564847,-0.0930204447586883,2.4343886171020084,1.0451000496361182,-0.0002399270480802484,0.005148473230087467,-0.6765324206182328,0.7363948122514479
1750186411.5773077,-0.09304660904483569,2.4344032276910728,1.0451202713465493,-0.0001409060868659955,0.005130838456816806,-0.6766885082517717,0.7362515313683202
1750186411.5855842,-0.09306987896886663,2.4343961910220533,1.0450943122216654,-0.00014618204159007802,0.005142334306480649,-0.6766275898482599,0.7363074355762179
1750186411.5966718,-0.09304311910064142,2.434371451746931,1.0450559065751888,-0.000139795653750465,0.0052927022300247135,-0.6766416090575393,0.7362934881229792
1750186411.6160975,-0.0931030770216014,2.4343991940948526,1.04507869772062,7.335420355602438e-06,0.005029214346205749,-0.676610401445317,0.7363240262311549
1750186411.6262975,-0.09306311745094971,2.4343865702217853,1.045084329956598,-0.00012364750847784406,0.005168082820587416,-0.6766099205426526,0.7363234961988641
1750186411.63589,-0.09307263223242948,2.434387518499967,1.045124308038271,0.00015113541178484122,0.004991450809439248,-0.6765365130302602,0.736392157151175
1750186411.646981,-0.09309241487139741,2.434359942769244,1.0450181783083246,-2.0918547854531037e-05,0.005387091885482242,-0.676769478201605,0.7361752863130894
1750186411.65744,-0.09304971691053325,2.434390123999562,1.0450752683484386,-0.00012736777050359103,0.00522389555803076,-0.6766085207263293,0.7363243880065216
1750186411.6636693,-0.09307757085522131,2.434390471003107,1.0451191086125535,0.00018501617637770514,0.004958817318253125,-0.6765605078375204,0.7363703247242213
1750186411.6655002,-0.09305667273681542,2.4343863845170093,1.0450740322155412,-7.419421624439894e-05,0.005139637439840267,-0.6766000056694101,0.7363328126264369
1750186411.6802497,-0.09310651767657938,2.4343669335507374,1.0450348168703179,4.534104703124821e-05,0.005319265693585649,-0.6767477508034052,0.7361957519160259
1750186411.6847837,-0.09309652365905254,2.4344029638192874,1.0451088262891333,4.1772715490088e-05,0.0049685612052909976,-0.6765203118261903,0.7364072102724035
1750186411.7054605,-0.09307899236844187,2.4343960404015097,1.045066142005622,-6.036284645533728e-05,0.0050779889675490264,-0.6766056020799041,0.7363280991639954
1750186411.714159,-0.0930538991698629,2.4343815744110877,1.0450724080755602,-9.363065852663025e-05,0.005166260686780011,-0.6766154878750456,0.7363183975369828
1750186411.7265332,-0.09304934693089213,2.434374290926114,1.045070381533655,-4.4827873952865775e-05,0.0051540220893285405,-0.6766095789921018,0.7363239176224654
1750186411.7365632,-0.09306480297265814,2.4343729400899554,1.045035946790504,6.680060395933937e-05,0.005348079679622313,-0.6766889683096278,0.7362495730046106
1750186411.7504566,-0.09309114547458734,2.434371263092329,1.0450723365104537,0.0002965122378623811,0.005201141873501363,-0.6766264396469419,0.7363080342997812
1750186411.756267,-0.09308132164647143,2.434348734494727,1.045033257508408,-9.756743855963145e-06,0.005430302640382036,-0.6767420963479058,0.7362001404160975
1750186411.7668521,-0.09306727345352636,2.4343920554163865,1.0450909490562108,-0.00010890298298132689,0.005175662789992339,-0.6766852631384559,0.7362542056287782
1750186411.770597,-0.09306250986398137,2.434369229776529,1.045083086517652,-8.211864601718002e-05,0.005216163444809937,-0.6766596581104808,0.7362774558420571
1750186411.7784274,-0.0930716212595394,2.434379449216987,1.0450480373001765,-0.00010758555941803291,0.005255860240137615,-0.6766378699519975,0.7362971936014067
1750186411.7891338,-0.09307918766723179,2.4343557792273014,1.0450163932694263,5.958742164233516e-05,0.005379545311617726,-0.6767123668429531,0.7362278380388696
1750186411.7963169,-0.09305947037798071,2.4343862527396296,1.0450904771927343,-0.00015625229536390223,0.005060459515937862,-0.676676986094043,0.7362626052064508
1750186411.8059719,-0.09298500504377046,2.434413327436311,1.0450892428283804,-0.0003039142939110304,0.005104871508289016,-0.6764907917259527,0.7364333348192351
1750186411.8161058,-0.09304599834715314,2.4343961831781287,1.0450576322435203,-0.0001335097488040744,0.005185789444421987,-0.6765914669876436,0.7363403265898816
1750186411.8268218,-0.09307573639281723,2.434350315773133,1.0450252147690253,4.183378075310812e-05,0.005413265061992226,-0.6767583068452776,0.7361853631574161
