time,vx,vy,vz,wx,wy,wz
1750186423.6273026,0.04187091385537081,-0.12447776349414089,-0.005488955966983617,0.0,0.0,0.0
1750186423.6561368,0.04511329651365604,-0.10793055791025535,-0.017798254499076613,0.0,0.0,0.0
1750186423.7650452,0.04231065099921443,-0.09579054271054352,-0.012840134353645359,0.0,0.0,0.0
1750186423.8632467,0.043103172039357394,-0.07674723799743169,-0.019836152633899873,0.0,0.0,0.0
1750186424.035773,0.03765589420619849,-0.0647171317808538,-0.003810050974217726,0.0,0.0,0.0
1750186424.0623593,0.03163895346284214,-0.053145898002838955,0.003933977169765816,0.0,0.0,0.0
1750186424.1686194,0.03339762656054843,-0.03686971769898674,-0.00164796776992836,0.0,0.0,0.0
1750186424.2642746,0.030764630339217936,-0.024308798434318796,-0.0006281282748787321,0.0,0.0,0.0
1750186424.3683405,0.03130138361732954,-0.006875258737304615,-0.01232587625592322,0.0,0.0,0.0
1750186424.5220442,0.032963141230767025,0.01074370427270464,-0.004582636678714825,0.0,0.0,0.0
1750186424.5613236,0.027750405778111435,0.03629492249940136,-0.012840063688579442,0.0,0.0,0.0
1750186424.66342,0.024180718780332133,0.054675071436025166,-0.009450029471059405,0.0,0.0,0.0
1750186424.7757652,0.020720380863459478,0.08285806931273704,-0.01247836924353567,0.0,0.0,0.0
1750186424.863221,0.01933833633603981,0.10792608170877865,-0.009206416888176161,0.0,0.0,0.0
1750186425.0442774,0.020182839107949168,0.13032714158281986,-0.009764149030120975,0.0,0.0,0.0
1750186425.0744526,0.018503355276540564,0.1275168491055333,-0.009022361580834054,0.0,0.0,0.0
1750186425.1683178,0.017341380960499773,0.17103301346963334,-0.007376623940066902,0.0,0.0,0.0
1750186425.2681916,0.01162114230693802,0.19543643192405283,-0.02315982388752992,0.0,0.0,0.0
1750186425.3663461,0.011629713060716071,0.2293128102094893,-0.012358249105738945,0.0,0.0,0.0
1750186425.530323,0.010203113055978881,0.2520734887188179,-0.010576674540339719,0.0,0.0,0.0
1750186425.5582526,0.008670192182915114,0.24052834096435563,-0.008850226201578177,0.0,0.0,0.0
1750186425.6662834,-0.0006491376114247539,0.27887432863528067,-0.008284115089420658,0.0,0.0,0.0
1750186425.768517,-0.00398333586572467,0.3124589404589003,0.0006624030937977029,0.0,0.0,0.0
1750186425.9248052,-0.007061711300131102,0.3352394006026691,-0.0046150786749810544,0.0,0.0,0.0
1750186425.9634128,-0.006728081062051499,0.356713416606699,-0.0007724646378712676,0.0,0.0,0.0
1750186426.0734286,-0.013584959531118112,0.37326536697065366,-0.005069698722621529,0.0,0.0,0.0
1750186426.1672194,-0.019962991802906005,0.38619626365602716,-0.0030043838747088793,0.0,0.0,0.0
1750186426.271483,-0.01922522045763161,0.4035097884914861,-0.0031098214445156296,0.0,0.0,0.0
1750186426.4261146,-0.021249028053199788,0.41028857389945617,-0.011728155596211109,0.0,0.0,0.0
1750186426.455325,-0.023901605517250714,0.4264650910664194,-0.005205435572730961,0.0,0.0,0.0
1750186426.572033,-0.02220828160704205,0.4270920741963143,-0.009446238513815337,0.0,0.0,0.0
1750186426.664283,-0.027487330754389618,0.43422408782361877,3.3356720345108226e-05,0.0,0.0,0.0
1750186426.7648766,-0.030073287046085386,0.43832603496934003,-0.0035275517566698777,0.0,0.0,0.0
1750186426.9274497,-0.031156603629949594,0.4393618198074094,0.0004103164509651953,0.0,0.0,0.0
1750186426.95474,-0.024311580275336968,0.42601167303197884,-0.015074975307078978,0.0,0.0,0.0
1750186427.064798,-0.028119580322233374,0.40964766027861543,-0.015767449086596566,0.0,0.0,0.0
1750186427.171279,-0.019527724434350906,0.3891350927720673,-0.007049797833200443,0.0,0.0,0.0
1750186427.2669017,-0.02402717754143792,0.3735128134986088,-0.008010946799720557,0.0,0.0,0.0
1750186427.4142404,-0.02793030481050525,0.35375101139850684,0.0007694506968987987,0.0,0.0,0.0
1750186427.4558604,-0.020565575692849017,0.33366395455562,0.0027582494080303204,0.0,0.0,0.0
1750186427.560856,-0.019984897749833853,0.30716253382257946,0.006889388518706203,0.0,0.0,0.0
1750186427.6650393,-0.02131160187978298,0.2792547748646459,0.0008050310711600782,0.0,0.0,0.0
1750186427.8223135,-0.02016793143142094,0.25449702588726125,0.002065026584094719,0.0,0.0,0.0
1750186427.8614354,-0.0212723972821858,0.22156778306169223,0.005446048667115208,0.0,0.0,0.0
1750186427.9691765,-0.020420577975051535,0.1942620224355547,-0.0026099574649633877,0.0,0.0,0.0
1750186428.0721705,-0.019564373150074938,0.16726530377978016,0.003346775276792076,0.0,0.0,0.0
1750186428.1668096,-0.01642684149124567,0.1394044422980817,0.002843558670569121,0.0,0.0,0.0
1750186428.323964,-0.01765318317785106,0.11742713313832388,-0.005338094264364029,0.0,0.0,0.0
1750186428.3555303,-0.014103050886796413,0.09427711787376233,-0.014270205995749574,0.0,0.0,0.0
1750186428.4603367,-0.012552165175159134,0.07718082875626817,-0.011718647657124976,0.0,0.0,0.0
1750186428.5693052,-0.015577700547416667,0.06511050586840339,-0.014639228871543024,0.0,0.0,0.0
1750186428.6690516,-0.00950005720537657,0.05639597939394279,-0.006534827757676489,0.0,0.0,0.0
1750186428.8245368,-0.009918153969212066,0.05079001271376336,-0.003054138317911612,0.0,0.0,0.0
1750186428.8547716,-0.01129257330710126,0.04519199178554923,-0.0021403730515020137,0.0,0.0,0.0
1750186428.962221,-0.014348661394811344,0.043727149867527966,-0.004369867706027274,0.0,0.0,0.0
1750186429.0679893,-0.01838903580522681,0.05109155506618368,-0.009338760707970458,0.0,0.0,0.0
1750186429.1642456,-0.009372956872939344,0.05695100688858165,-0.00601816660503561,0.0,0.0,0.0
1750186429.327237,-0.011800830966028193,0.05958238677864958,-0.022455349251925313,0.0,0.0,0.0
1750186429.3557327,-0.010141176688330311,0.06824565629212394,-0.020071259950153072,0.0,0.0,0.0
1750186429.461831,-0.008429913959456787,0.07629045294325543,-0.01736178374676598,0.0,0.0,0.0
1750186429.5624814,-0.014421657322168333,0.08923170024173024,-0.015087030037868224,0.0,0.0,0.0
1750186429.7185645,-0.012159352757313313,0.09997558291984757,-0.01213505682193336,0.0,0.0,0.0
1750186429.7672155,-0.00421093919958721,0.10266371589471343,-0.014217411916417767,0.0,0.0,0.0
1750186429.866327,-0.0037820683366913987,0.09282967980586355,-0.025680523942066342,0.0,0.0,0.0
1750186429.9663212,0.0016949424614755557,0.09076152079928317,-0.015798986638173158,0.0,0.0,0.0
1750186430.0636702,0.00027272823644933675,0.08059035269336512,-0.012698536402170797,0.0,0.0,0.0
1750186430.2343268,-0.0056091268705687905,0.07374804410845165,-0.003504308297276073,0.0,0.0,0.0
1750186430.261086,-0.007799149039981145,0.06388250653401942,0.00103779493336713,0.0,0.0,0.0
1750186430.3667688,-0.004617010497822751,0.05409003547053776,-0.0019178098309482051,0.0,0.0,0.0
1750186430.47238,0.004036224571306448,0.04421024312352424,-0.0038449021331289275,0.0,0.0,0.0
1750186430.566174,0.010178755006548652,0.03529242567873689,-0.008293853175148552,0.0,0.0,0.0
1750186430.726316,0.0009351215719094266,0.03418895330796926,-0.012098738672047773,0.0,0.0,0.0
1750186430.7553515,0.01090997061773174,0.024095621091919126,-0.008577381754003643,0.0,0.0,0.0
1750186430.8678453,0.007211441653505174,0.026215340730762343,-0.01715624556335877,0.0,0.0,0.0
1750186430.9656034,0.01450514365633538,0.018440320639010833,-0.011819808527133258,0.0,0.0,0.0
1750186431.0671823,0.012799231101765148,0.014411024455390945,-0.009782107929241439,0.0,0.0,0.0
1750186431.2273078,0.02017165572525889,0.010357311069872276,-0.01493054447179584,0.0,0.0,0.0
1750186431.2586439,0.017801288168426053,0.013173688601823321,-0.005775600227795951,0.0,0.0,0.0
1750186431.366794,0.020101299140743312,0.009562202698043061,-0.008995866538411296,0.0,0.0,0.0
1750186431.4679725,0.013707569078823263,0.0131402222159855,-0.0047231304975822236,0.0,0.0,0.0
1750186431.6190026,0.010203421826607958,0.014456819444106062,-0.006648477003871188,0.0,0.0,0.0
1750186431.6554577,0.0036627596288464,0.01450949087791359,-0.01015948932498335,0.0,0.0,0.0
1750186431.7651525,0.0039583364072856096,0.01642008193163633,-0.01460115655581682,0.0,0.0,0.0
1750186431.8662677,-0.0020742255339016745,0.013653892407891822,-0.015217395628398253,0.0,0.0,0.0
1750186431.9687312,-0.0014564492031609616,0.015292162098670762,-0.01568558691538524,0.0,0.0,0.0
1750186432.1278002,-0.0034166077444117426,0.013638443968769879,-0.016671492042999288,0.0,0.0,0.0
1750186432.1572511,-0.001018531308071828,0.007917659789507137,-0.016573478596531986,0.0,0.0,0.0
1750186432.2669747,-0.0010740699391521313,0.013595513328397868,-0.010588926749521171,0.0,0.0,0.0
1750186432.3651361,-0.006235304706407529,0.009625066668344012,-0.010569255159335517,0.0,0.0,0.0
1750186432.4615564,-0.008470557007098103,0.010106096997168188,-0.00042169726897103507,0.0,0.0,0.0
1750186432.6294277,-0.009041041845774735,0.00848598501473201,-0.006750682594960857,0.0,0.0,0.0
1750186432.6555417,-0.008529641387174125,0.007035650445176333,-0.009026077786473765,0.0,0.0,0.0
1750186432.7603836,-0.007015618612733709,0.009125495127928821,-0.005037120638521675,0.0,0.0,0.0
1750186432.8689883,-0.010464877223673622,0.008078758974072153,0.004065421134494763,0.0,0.0,0.0
1750186432.9694068,-0.01581101494383766,0.007874308150467737,0.008583342411635482,0.0,0.0,0.0
1750186433.124405,-0.01243939473983516,0.005319932020971768,0.0036092376518924753,0.0,0.0,0.0
1750186433.1549938,-0.020375028070844608,0.006250323563084319,0.005678872491201186,0.0,0.0,0.0
1750186433.2667584,-0.01432613440331194,0.003749521972048679,-0.01208410851063664,0.0,0.0,0.0
1750186433.3694334,-0.014664099704633225,0.006014860214261201,-0.005193255300101729,0.0,0.0,0.0
1750186433.5210435,-0.013876829392700879,0.0029379000108609396,-0.010729063599108982,0.0,0.0,0.0
1750186433.5600822,-0.014108016022689386,0.0015746980822353778,-0.011466420065684836,0.0,0.0,0.0
1750186433.670044,-0.01625085588008214,0.0002679821039940518,-0.0037857151588192852,0.0,0.0,0.0
1750186433.7668211,-0.0140748321552049,0.0019044837120314147,-0.007910310299638814,0.0,0.0,0.0
1750186433.8621492,-0.014858295624906403,0.002959771805963608,-0.0024639926182776373,0.0,0.0,0.0
1750186434.0212064,-0.006116223656726687,0.0037579088911797328,-0.004488087931707411,0.0,0.0,0.0
1750186434.0561996,-0.007589652431147317,0.0051571943956872516,-0.008045276581489126,0.0,0.0,0.0
1750186434.1614473,-0.0027143136877665237,0.007925650924144014,-0.0028176742408477116,0.0,0.0,0.0
1750186434.269276,-0.004915675421383115,0.00860322217329438,-0.005645422229640991,0.0,0.0,0.0
1750186434.367186,0.003866104047823932,0.009656678593801033,0.003109568613443062,0.0,0.0,0.0
1750186434.533146,0.002781234138825625,0.012027464386079975,0.006973180802474804,0.0,0.0,0.0
1750186434.5591562,0.0020360801376272295,0.012032144346678248,0.008113280274840103,0.0,0.0,0.0
1750186434.6700058,0.011883316742446167,0.012176203043292949,0.013053271584382862,0.0,0.0,0.0
1750186434.7776647,0.0302150531414989,0.016098038969746715,-0.003988974763734178,0.0,0.0,0.0
1750186434.865716,0.03748666743781787,0.02059040378564204,0.0019024979710753126,0.0,0.0,0.0
1750186435.0220098,0.045567664255004095,0.019398383674914664,-0.0051915199733159985,0.0,0.0,0.0
1750186435.055206,0.05826355280789701,0.020774929269154536,-0.012382473700307586,0.0,0.0,0.0
1750186435.1708243,0.060642402470003236,0.017916053017842194,-0.003781646150593034,0.0,0.0,0.0
1750186435.275403,0.07534274997871365,0.01540826474911807,-0.009415908719235196,0.0,0.0,0.0
1750186435.4168148,0.08671795284879671,0.01671952162188605,0.0012110538415264684,0.0,0.0,0.0
1750186435.4565325,0.09333234518219558,0.020866637388802182,-0.001473632134911656,0.0,0.0,0.0
1750186435.5653493,0.10395351271554366,0.019120808819801518,0.0071132874146720235,0.0,0.0,0.0
1750186435.6606731,0.11698305154578757,0.020098240016925503,0.006570771886414336,0.0,0.0,0.0
1750186435.7649968,0.12087257242993771,0.023636174112890436,0.009024877867546792,0.0,0.0,0.0
1750186435.9213517,0.13323030118026644,0.01311825283444866,0.007986685703949198,0.0,0.0,0.0
1750186435.9596167,0.13969410271055188,0.01700199878315442,0.007870663192131628,0.0,0.0,0.0
1750186436.068906,0.1488596615769506,0.016490799078160524,0.012748146473018975,0.0,0.0,0.0
1750186436.1624427,0.1576471633699203,0.017918294198120428,0.018276926636198794,0.0,0.0,0.0
1750186436.2754593,0.169117488285657,0.018480885549189696,0.004325962638280801,0.0,0.0,0.0
1750186436.4272068,0.17577423654503113,0.02014707079509885,0.004065113587531595,0.0,0.0,0.0
1750186436.455214,0.18686774718285493,0.014808946350319489,-0.0031613739159585203,0.0,0.0,0.0
1750186436.5712109,0.18835150753948934,0.014120540713138218,-0.0029735406051586205,0.0,0.0,0.0
1750186436.6661541,0.19466908891876006,0.02054816824978986,0.005723014116446616,0.0,0.0,0.0
1750186436.7686324,0.2025632163342394,0.02319247748555324,0.0009709012570813039,0.0,0.0,0.0
1750186436.9352674,0.20239180763938727,0.013883599502963376,0.007570480547450879,0.0,0.0,0.0
1750186436.961258,0.1836968076004081,0.0083247952721246,0.009909732714099381,0.0,0.0,0.0
1750186437.0646377,0.19297307830402055,0.008276503960359456,0.002823076418277194,0.0,0.0,0.0
1750186437.1705723,0.1826438115368674,0.00931851269607389,-0.005435177268625216,0.0,0.0,0.0
1750186437.3222334,0.17964223262636772,0.01102339936768859,-0.001975399173299534,0.0,0.0,0.0
1750186437.3587725,0.16674273777729628,0.009464934755348193,-0.003194234138025615,0.0,0.0,0.0
1750186437.4688056,0.15041785041577416,0.007466358491316083,0.008282554002251266,0.0,0.0,0.0
1750186437.5764976,0.13753217033509876,0.006865914626494637,0.0013290689899875027,0.0,0.0,0.0
1750186437.6641302,0.11628603077244604,0.0016965920255067853,0.008893001033934082,0.0,0.0,0.0
1750186437.8263185,0.09519627072846354,0.002882632372421952,0.010689777000990578,0.0,0.0,0.0
1750186437.8561668,0.08665432797242982,0.0013596370509375085,-0.0019305144751441457,0.0,0.0,0.0
1750186437.9671533,0.05896492164740706,-0.0022933132626422755,-0.003959070146893791,0.0,0.0,0.0
1750186438.0685816,0.04966068200417116,0.004328567702637105,-0.00845508578819141,0.0,0.0,0.0
1750186438.1676443,0.037589887497847474,0.0013869837011403277,-0.014028429372190437,0.0,0.0,0.0
